Name,Address,Type,Property Age,No. of units,Transactions in last 180 days,Latest transaction unit price
景田苑,翠田街12號,屋苑,35,1424,16,$11949
美松苑,美田路25-35號,屋苑,22,1940,15,$9174
雲疊花園,田心街20-30號,屋苑,29,1988,11,-
金禧花園,積輝街2-12號,屋苑,33,756,11,$16172
海福花園,積運街2-8號,屋苑,33,800,8,-
嘉田苑,顯田街3號,屋苑,30,1680,8,-
富嘉花園,村南道35號,屋苑,29,864,7,$12911
恆峰花園,碧田街18號,屋苑,21,666,7,$11755
文禮閣,文禮路43-49號,屋苑,25~28,640,6,$13234
金山樓,大圍道1-35號,單幢物業,43,160,5,$12144
金輝花園,積輝街1-5號,單幢物業,33,192,5,$14762
翠景花園,碧田街8號,屋苑,24,430,4,-
愉景花園,翠田街1-3號,屋苑,31,450,3,-
康樂樓,積福街96號,單幢物業,42,60,2,-
德安樓,積富街79-89號,單幢物業,42,80,2,-
嘉徑苑,顯徑街16號,屋苑,16,639,2,-
名家匯,顯泰街18號,屋苑,9,157,2,-
桃花源,徑口路21號,屋苑,0,44,1,-
安信樓,積信街31-51號,屋苑,30,50,-,-
顯田,顯田1-146號,屋苑,0,321,-,-
沙田第一城,得利街4號,屋苑,31~38,10643,174,$15207
穗禾苑,穗禾路10號,屋苑,38,3501,53,$9667
沙田中心,橫壆街2-16號,屋苑,37,1480,39,$15104
河畔花園,大涌橋路20-30號,屋苑,34,1585,35,$16491
富豪花園,大涌橋路52號,屋苑,31~36,1944,27,$11505
銀禧花園,樂景街2-18號,屋苑,32~33,2261,27,$12775
好運中心,橫壆街1-15號,屋苑,35,1400,26,$13793
愉翠苑,牛皮沙街6號,屋苑,17,4174,25,$9940
花園城,沙角街8-12號,屋苑,33~34,1236,24,$14115
碧濤花園,安景街19-21號,屋苑,25~27,1734,24,$10697
偉華中心,沙田正街11-17號,屋苑,32,832,22,$14882
翠華花園,沙角街7-11號,屋苑,34,636,22,$15414
愉田苑,銀城街11-23號,屋苑,35~36,1704,21,$12112
帝堡城,小瀝源路69號,屋苑,19,1744,19,$13346
希爾頓中心,沙田正街3-9號,屋苑,33,928,18,$14817
博康?,沙角街6號,屋苑,0,5474,14,$6333
廣林苑,小瀝源路62-78號,屋苑,28,1836,12,$10703
濱景花園,安景街1-3號,屋苑,30,1147,12,$13256
欣廷軒,圓洲角,屋苑,17,1024,12,$15651
康林苑,小瀝源路78號,屋苑,28,1750,10,$10640
沙田廣場,沙田正街21-27號,屋苑,31,430,8,-
廣源?,小瀝源路68號,屋苑,0,4448,7,-
翠湖花園,安景街11-17號,屋苑,28~29,840,7,-
愉城苑,大涌橋路12號,屋苑,38,530,7,$12226
蔚景園,沙田正街1號,屋苑,29,368,5,$16260
春暉花園,圓洲角路11號,單幢物業,33,240,4,-
全輝中心,崗背街9-11號,屋苑,33,340,4,-
翠麗花園,圓洲角路15-17號,屋苑,31,320,4,-
皇御居,崗背街5號,單幢物業,13,92,3,-
新城市廣場,沙田正街2-8號,屋苑,27,792,2,-
田園閣,沙田圍路9-11號,屋苑,35,144,1,-
勵城花園,沙田圍路1-7號,單幢物業,32,160,1,-
晴碧花園,得怡街6號,屋苑,20,508,-,-
綠怡雅苑,小瀝源路63號,屋苑,0,1020,-,-
駿景園,駿景路1號,屋苑,22~23,2504,34,$12628
御龍山,樂景街28號,屋苑,10,1377,25,$16463
壹號雲頂,美田路/銅鑼灣山道,屋苑,8~10,538,14,$17945
聚龍居,顯泰街8號,屋苑,23,640,8,$10616
晉名峰,樂葵徑2號,屋苑,12,426,7,$13999
世界花園,龍柏街2號,屋苑,38~41,407,7,$11050
曉翠山莊,百樂徑18號,屋苑,23,498,6,$12821
駿寶居,九肚徑1號,屋苑,0,53,5,-
豐景花園,穗禾路21-29號,屋苑,33~34,344,4,-
沙田花園,大埔道8003號,屋苑,35,85,3,-
碧霞花園,穗禾路16號,屋苑,34,208,3,-
松翠小築,樂園徑4-14號,屋苑,33,48,3,-
沙田山莊,樂楓徑2-4號,單幢物業,37,60,2,-
蔚林居,九肚山路1E號,屋苑,23,56,2,-
華翠園,穗禾路26-28號,屋苑,31,283,2,-
玖瓏山,麗坪路33號,屋苑,3,996,1,-
湖景花園,悠安街21號,屋苑,24,141,1,-
嘉御山,銅鑼灣山路,屋苑,11,124,1,$16633
麗峰花園,麗和里2-4號,屋苑,30,108,1,-
怡翠花園,樂楓徑9-11號,屋苑,34,64,1,-
榕翠園,樂景街11號,單幢物業,27,96,1,-
美柏苑,碧田街2號,單幢物業,0,288,-,-
九肚山峰,麗坪路39-77號,屋苑,3,20,-,-
瑞峰花園,顯泰街1-5號,屋苑,31,256,-,-
薈蕎,大埔公路大圍段7838號,屋苑,0,336,-,-
尚珩,麗坪路37號,屋苑,0,61,-,-
沙田渣甸山花園,穗禾路33-35號,屋苑,30,41,-,-
桂園,大埔公路8006號,屋苑,34,46,-,-
美盈苑,美滿里2號,單幢物業,0,216,-,-
寶柏苑,馬鈴徑2-88號,屋苑,32~35,81,-,-
新港城,鞍誠街18號,屋苑,22~25,4761,69,$14936
迎海,烏溪沙路8號,屋苑,2~5,3544,54,$15289
錦豐苑,西沙路638號,屋苑,21~22,5540,37,$10993
銀湖•天峰,西沙路599號,屋苑,9,2169,36,$14477
天宇海,保泰街18號,屋苑,7,1143,25,$12974
富寶花園,錦英路6號,屋苑,25,4200,23,$9682
富安花園,恆信街2號,屋苑,30~31,3942,23,$7072
馬鞍山中心,鞍駿街1號,屋苑,24,1048,21,$12806
錦英苑,錦英路9號,屋苑,27,3500,21,$10448
嵐岸,沃泰街1號,屋苑,11,1048,18,$12770
翠擁華庭,沙安街9號,屋苑,18,1606,17,$12034
錦泰苑,寧泰路33號,屋苑,18,3440,17,$9263
海柏花園,西沙路608號,屋苑,24,1102,14,-
聽濤雅苑,恆明街2號,屋苑,19~20,2032,14,$12856
曉峰灣畔,沃泰街8號,屋苑,18,1124,13,$12419
嘉華星濤灣,保泰街8號,屋苑,14,601,12,-
海典居,鞍駿街8號,屋苑,20,551,12,$13248
海典灣,保泰銜1號,屋苑,15,911,12,$14032
恆安?,恆錦街1號,屋苑,0,5936,11,$6309
迎濤灣,鞍駿街23號,屋苑,17,509,11,$10350
觀瀾雅軒,恆明街8號,屋苑,18,618,10,-
雅典居,西沙路600號,屋苑,24,1064,10,$12471
耀安?,恆康街2號,屋苑,0,4798,10,$8095
錦龍苑,錦英路1號,屋苑,25,1400,9,$9826
錦禧苑,恆康街6號,屋苑,28~29,1050,7,$11970
錦鞍苑,恆錦街20號,屋苑,31,1050,6,$12170
雅景臺,馬鞍山路188號,屋苑,20,882,6,$12411
雅濤居,鞍駿街15號,屋苑,21,502,4,-
富輝花園,鞍誠街28號,屋苑,27,520,3,-
福安花園,鞍駿街11號,屋苑,26,600,2,-
薈朗,馬錦街9號,屋苑,0,640,-,-
薈晴,恆光街15號,屋苑,0,364,-,-
星漣海,彩沙街1號,屋苑,1,456,-,-
嵐山,鳳園路9號,屋苑,3~4,1462,40,$12434
天賦海灣,科進路5號,屋苑,6,1224,22,$16279
康樂園,康樂園,屋苑,25~38,1191,17,$17371
帝欣苑,梅樹坑路8號,屋苑,22,821,17,$9889
逸瓏灣,科進路21-23號,屋苑,3,1100,16,$15819
比華利山別墅,三門仔路,屋苑,10~16,535,14,$10129
華樂豪庭,大埔頭村5號,屋苑,0,437,6,-
倚龍山莊,露輝路31號,屋苑,22,328,5,-
嘉豐花園,露輝路33號,屋苑,23,217,4,-
樟樹灘,樟樹灘,屋苑,0,243,4,-
鹿茵山莊,大埔道4699號,屋苑,20,364,4,$12426
翡翠花園,大埔道4283號,屋苑,30,284,3,-
大埔花園,梅樹坑路1號,屋苑,29,280,3,-
滌濤山,紅林路1號,屋苑,16,286,3,$11644
淺月灣,露輝路28號,屋苑,18~19,204,3,$10302
蘆慈田1A-1T號,蘆慈田1A-1T號,屋苑,0,44,3,-
錦麗園,汀麗路23號,屋苑,0,64,3,-
樂賢居,汀角路61號,單幢物業,23,174,3,-
庭峰居,新屋家105-128號,屋苑,0,57,2,-
松濤閣,大埔道4111號,屋苑,28,60,2,$11923
雍怡雅苑,雍宜路1號,屋苑,20,68,2,-
盈峰翠邸,山塘路23號,屋苑,20,123,2,-
龍成堡,山塘路18號,屋苑,16,77,2,-
太湖山莊,大埔頭208號,屋苑,20,168,2,-
聚豪天下,露輝路38號,屋苑,20,84,1,-
雅景花園,汀角路72號,屋苑,27~28,76,1,$14228
悠然山莊,山賢路9號,屋苑,21,242,1,-
大美督222,大美督222號,屋苑,2,50,-,-
江庫雅苑,蕉林28號,屋苑,0,57,-,-
百星匯,汀角路73號,屋苑,0,56,-,-
元墩下1號,元墩下1-2號,屋苑,0,6,-,-
大埔中心,安邦路9號,屋苑,31~33,4080,54,$13966
太湖花園,大埔頭路18號,屋苑,24~26,2476,35,$13692
大埔廣場,安泰路1號,屋苑,34,1407,23,$11150
新峰花園,馬窩路10號,屋苑,21~24,1436,22,$11157
翠屏花園,安慈路3號,屋苑,32,704,20,$15145
明雅苑,安埔里7-11號,屋苑,33,1680,20,$11791
新興花園,安埔里2號,屋苑,32,1460,15,$10888
新達廣場,南運路9號,屋苑,27,1200,14,$13853
八號花園,安慈路2號,屋苑,34,527,12,$12033
太和?,大埔太和路12號,屋苑,0,6913,12,$7490
富亨?,頌雅路6號,屋苑,0,5792,11,$4718
宏福苑,大埔公路元洲仔3821號,屋苑,35,1984,11,$10850
昌運中心,安慈路4號,屋苑,30,800,11,$13760
大埔寶馬山,山賢路8號,屋苑,21,547,10,$13305
寶湖花園,寶湖道3號,屋苑,28,800,10,$12726
逸雅苑,逸雅里3-5號,屋苑,27,1224,10,$9664
富善花園,汀角路19號,屋苑,28,432,9,$12037
翠怡花園,翠怡街3號,屋苑,32,496,9,-
頌雅苑,頌雅路8號,屋苑,27,2040,8,$7859
寶雅苑,大埔太和路2號,屋苑,29,2448,8,$10903
怡雅苑,安埔路15號,屋苑,25,1750,8,$7040
德雅苑,曉運路2號,屋苑,26,816,7,$8837
富雅花園,南運路1-7號,屋苑,28,1060,7,$8074
太和中心,大埔太和路15號,屋苑,31,384,6,-
海寶花園,安慈路1號,屋苑,32,480,6,$12442
富善?,安埔路12號,屋苑,0,5508,6,$8503
運頭塘?,曉運路10號,屋苑,0,2675,5,$6247
富萊花園,舊墟直街23號,屋苑,20~21,172,5,$13225
俊亨豪苑,泰亨村128號,屋苑,19,97,4,-
山頂花園,半山洲,屋苑,0,166,4,-
美豐花園,翠樂街11號,屋苑,26,288,4,-
承峰,馬成徑1號,屋苑,8,79,3,$11077
汀雅苑,汀角路6號,屋苑,37,395,3,$10764
大埔大廈,廣福道38號,單幢物業,39,109,2,-
美新大廈,舊墟直街4-20號,單幢物業,34,168,2,$12257
麗和閣,翠和里5號,單幢物業,27,232,2,$11913
邦興大樓,瑞安街6-20號,單幢物業,38,80,2,$11318
金富樓,安富道2-8號,單幢物業,42,80,2,-
景雅苑,曉運路8號,屋苑,26,700,2,-
翠林閣,翠樂街9號,屋苑,27,288,2,-
菁泉雅居,翠樂街6號,屋苑,20,160,1,-
康樂花園,圍頭村,屋苑,0,99,1,-
榮暉花園,汀角路29-35號,單幢物業,28,192,1,-
美發大廈,大榮里34-48號,單幢物業,45,103,1,-
富•盈門,寶湖道1號,屋苑,5,128,1,-
福安樓,運頭街67號,屋苑,44,221,1,-
88廣場,寶鄉街88號,單幢物業,24,80,1,-
麗湖閣,寶湖道18號,單幢物業,22,136,1,-
美菱居,美新里5號,單幢物業,16,75,1,-
美利大廈,舊墟直街30號,單幢物業,37,87,1,-
瑞祥樓,瑞安街17-23號,單幢物業,53,54,1,-
永富大廈,富善街46-52號,單幢物業,35,60,1,$11726
順景樓,舊墟直街22-28號,單幢物業,34,57,1,-
廣安大廈,運頭街20-26號,單幢物業,36,58,1,-
聯豐大廈,大榮里1-13號,單幢物業,38,54,-,-
東昌閣,東昌街6-16號,單幢物業,33,108,-,-
大運大廈,大光里18號,單幢物業,44,176,-,-
新都苑,運頭坊15-27號,屋苑,47,45,-,-
寶華樓,大明里1-27號,屋苑,47,72,-,-
中嘉閣,廣福道51-59號,單幢物業,27,104,-,-
美德大廈,廣福道27-43號,單幢物業,41,151,-,-
秀麗花園,圍頭村380號,屋苑,0,89,-,-
日榮花園,錦山201-239號,屋苑,0,177,-,-
牽晴間,一鳴路23號,屋苑,19,2688,56,$12338
花都廣場,百和路88號,屋苑,23,2710,53,$11893
粉嶺中心,新運路33號,屋苑,27~28,2200,46,$11511
碧湖花園,一鳴路15號,屋苑,24,1316,39,$11084
粉嶺名都,粉嶺車站路18號,屋苑,25,1280,35,$11744
彩蒲苑,彩園路2號,屋苑,33~34,2112,27,$11070
帝庭軒,和滿街8-9號,屋苑,16~18,1662,27,$12509
綠悠軒,馬適路3號,屋苑,20,1680,26,$10770
御皇庭,清曉路18號,屋苑,12,922,26,$12073
逸峰,馬適路1號,屋苑,4,728,21,$12268
天平?,天平路48號,屋苑,0,5700,15,$7046
上水中心,智昌路3號,屋苑,25,1128,14,$13534
嘉盛苑,百和路33號,屋苑,23,2432,13,$8822
景盛苑,一鳴路8號,屋苑,22~23,2432,13,$8521
翠麗花園,鳳南路9號,屋苑,29,2012,13,$7487
欣盛苑,華明路15號,屋苑,25,2450,12,$7790
皇府山,馬適路38號,屋苑,12,767,11,$12628
新都廣場,龍運街8號,屋苑,27,592,11,$12124
榮福中心,聯捷街1號,屋苑,25,1680,9,-
上水名都,智昌路9號,屋苑,26,780,9,$12101
華明?,華明路21號,屋苑,0,5340,7,$8364
雍盛苑,暉明道8號,屋苑,18,2401,7,$13924
榮輝中心,聯捷街2-8號,屋苑,22,1350,7,$8524
天巒,古洞路28及33號,屋苑,0,330,7,$13359
龍豐花園,龍琛路33號,屋苑,27,600,7,$12312
昌盛苑,華明路20號,屋苑,18,1280,6,-
維也納花園,吉祥街1號,屋苑,25,288,5,$7979
奕翠園,天平路33號,屋苑,22,548,5,$9214
欣翠花園,吉祥街8號,屋苑,26,372,4,-
雍翠苑,坑頭,屋苑,0,136,4,-
顯峰,清曉路16號,單幢物業,11,218,4,-
太平?,保平路8號,屋苑,0,1429,4,-
邁爾豪園,粉嶺公路328號,屋苑,13,91,4,-
數碼都域,塘坑村,屋苑,9,79,3,-
順欣花園,智昌路8號,屋苑,26,830,3,$8228
祥華?,新運路38號,屋苑,0,5122,3,-
旭埔苑,彩園路10號,屋苑,36,1248,3,$9707
海聯廣場,和睦路9號,屋苑,24,480,3,-
安盛苑,天平路50號,單幢物業,28,612,3,-
嘉宏中心,聯和道15-23號,屋苑,26,66,3,$11724
粉嶺花園,粉嶺樓路11號,屋苑,31,228,3,-
蔚翠花園,吉祥街9號,屋苑,24,552,3,-
聯旺樓,聯發街34-38號,單幢物業,46,85,2,$6898
御景峰,清曉路8號,單幢物業,9,362,2,$12004
美景新?,靈山路55號,屋苑,35,216,2,$8736
嘉兆軒,嘉兆里8號,屋苑,0,30,2,-
安國新?,天平路,屋苑,38,150,2,-
海禧華庭,新成路88號,屋苑,17,270,1,$11224
威尼斯花園,保榮路1號,屋苑,25,288,1,-
瓏山一號,聯興街39號,單幢物業,4,144,1,-
萬豪居,裕泰路9號,屋苑,21,70,1,-
順隆花園,順隆街33號,屋苑,19,40,1,-
嘉麗山莊,金嘉街8號,屋苑,23,44,1,-
歌賦嶺,古洞南粉錦公路338號,屋苑,5,253,1,-
新豐大廈,新豐路33號,單幢物業,25,72,1,$9694
和泰樓,和泰街2-24號,單幢物業,44,60,-,-
高爾夫．御苑,青山公路古洞段88號,屋苑,0,593,-,-
尚澄,順隆街31號,屋苑,0,261,-,-
華慧園,維翰路2號,屋苑,27,57,-,-
豪峰嶺,置榮徑2號,屋苑,19,58,-,-
歐意花園,古洞路48號,屋苑,23,63,-,-
高爾夫景園,青山公路古洞段83號,屋苑,14,48,-,-
海裕苑,維翰路6號,屋苑,26,36,-,-
海燕花園,壁峰路10號,屋苑,26,65,-,-
囍逸,和豐街28號,屋苑,0,297,-,-
尚悅,十八鄉路11號,屋苑,5,2580,148,$11680
YOHO TOWN,元龍街8號,屋苑,8~14,4091,115,$13519
溱柏,公庵路,屋苑,4,1620,71,$11168
采葉庭,元朗舊墟路33號,屋苑,16,1618,34,$11218
蝶翠峰,大棠路99號,屋苑,16~17,1674,22,$10692
原築,十八鄉路83號,屋苑,9,542,20,$11809
RESIDENCE 譽88,鳳翔路88號,屋苑,4,352,20,$11610
爾巒,映河路1號,屋苑,5,780,19,-
尚城,青山公路洪水橋段600號,屋苑,7,734,15,$9224
尚豪庭,寶業街18號,屋苑,6,337,15,$12290
朗晴居,鳳翔路100號,屋苑,21,1100,14,$10085
好順利大廈,鳳攸南街9號,屋苑,34,287,13,$11517
翹翠峰,元朗十八鄉路138號,屋苑,8,672,13,$10052
御豪山莊,公園北路38號,屋苑,19,680,13,$8933
好順泰大廈,西菁街10號,屋苑,30,448,12,$12621
帝庭居,屏山屏竹里,屋苑,15,298,10,-
朗庭園,青山公路屏山段139號,屋苑,16,828,10,$11417
朗屏?,朗屏路1號,屋苑,0,8491,9,$4670
新元朗中心,朗日路8號,屋苑,25,1072,9,-
麗虹花園,丹桂村路1號,屋苑,24,132,9,$10625
永興大廈,元朗安樂路61號,單幢物業,38,184,8,$10289
華翠豪園,馬田路88號,屋苑,20,176,7,$9159
翠韻華庭,公園南路1號,屋苑,17,330,7,$10585
好順意大廈,鳳攸東街9號,屋苑,31~35,304,7,$13202
好順福大廈,壽富街60號,單幢物業,30,264,7,$10561
年發大廈,鳳群街2號,單幢物業,35,80,6,$11059
喜利大廈,擊壤路2-10號,單幢物業,38,286,6,$11268
建輝大廈,鳳翔路69號,單幢物業,25,120,6,$12710
世宙,安寧路38號,屋苑,2,1131,6,-
菁雅居,丹桂村路60號,屋苑,22~23,488,6,-
雍翠豪園,鳳琴街1號,屋苑,20,480,6,$11772
朗景臺,馬田路50號,屋苑,23,432,6,-
富安花苑,新生村100號,屋苑,0,96,6,-
富來花園,媽橫路7號,屋苑,31,288,5,$11611
富怡花園,廈村市30號,屋苑,0,60,5,-
好順景大廈,鳳攸南街3號,屋苑,33,336,5,-
幸福樓,屏會街19號,屋苑,41~43,310,5,-
御景園,公園南路25號,屋苑,21,473,5,$10511
富祐閣,又新街51G號,單幢物業,31,120,5,$12429
深灣畔,深灣路233號,屋苑,13,120,5,$11806
富銀花園,錦上路,屋苑,0,112,5,-
丹桂軒,丹桂村50號,屋苑,13,119,5,$9365
溱林,洪順路18號,屋苑,5,236,5,$11152
雅珊園,洪堤路8號,屋苑,26,230,5,$9031
合益中心,合益路31號,單幢物業,36,96,5,-
元通樓,昌盛徑18號,單幢物業,46,60,4,$6433
怡豐大廈,又新街35號,單幢物業,29,68,4,$11898
宏發大廈,宏發徑8號,單幢物業,37,78,4,$11152
東輝閣,水車館街2號,單幢物業,30,71,4,$11111
信發大廈 (順發大廈),水車館街44號,單幢物業,30,114,4,$10361
益輝大廈,西菁街20號,單幢物業,31,128,4,$12193
萬豐大廈,鳳群街11-15號,單幢物業,35,140,4,$13001
好利洋樓,壽富街33號,單幢物業,40,134,4,-
金龍樓,鳳琴街22號,屋苑,35,240,4,$10262
富逸天峰,錦上路,屋苑,0,76,4,-
興隆中心,壽富街29號,單幢物業,24,100,4,$13717
合益大廈,合財街33號,單幢物業,0,120,4,$9756
怡豐花園,馬田路38號,屋苑,26,528,4,$12887
富達廣場,西菁街23號,屋苑,27~30,444,4,-
綠悅,青山公路屏山段131號,屋苑,13,88,4,$10204
定福花園,橫洲,屋苑,0,279,3,-
朗峰園,洪順路9號,屋苑,22,186,3,-
聯發樓,屏昌徑14-48號,屋苑,41,100,3,-
朗怡居,鳳翔路,屋苑,18,320,3,-
映御,德業街11號,屋苑,1,523,3,-
玉龍樓,鳳琴街18號,單幢物業,34,160,3,$12188
安基大廈,俊賢坊28號,單幢物業,39,101,3,-
好發洋樓,西裕街18號,單幢物業,38,103,3,$11901
南天大廈,元朗教育路37號,單幢物業,34,100,3,-
合益廣場,牡丹街2-20號,屋苑,21,127,3,$12415
四季豪園,錦上路,屋苑,12,104,3,$9914
采茵軒,唐人新村路118號,屋苑,16,104,3,-
翠峰,孖峰嶺路23號,屋苑,11,60,3,-
柏麗豪園,公園南路23號,屋苑,21,350,3,-
四季名園,錦田公路183號,屋苑,10,244,3,-
鉅發大廈,合財街11-23號,屋苑,28,400,3,-
順豐大廈,鳳攸北街9號,單幢物業,30,240,3,$9804
恆運樓,俊賢坊2號,單幢物業,38,137,3,$11735
聯昇樓,青山公路元朗段162-168號,單幢物業,41,139,3,-
益發大廈,鳳攸北街11-15號,單幢物業,35,115,3,$12607
文裕大廈,泰豐街8號,單幢物業,38,108,3,$9278
福昌樓,媽橫路29號,單幢物業,41,60,2,-
寶豐大廈,合益路1-7號,單幢物業,34,60,2,-
富好大樓,元朗教育路5號,單幢物業,39,66,2,-
好彩洋樓,元朗安興街50號,單幢物業,38,78,2,-
鈞德樓,元朗康樂路13-23號,單幢物業,46,87,2,-
裕豐大樓,元朗安寧路59號,單幢物業,43,95,2,$9467
益利大廈,建德街26號,單幢物業,32,96,2,-
富興大廈,青山公路元朗段224號,單幢物業,42,74,2,-
康德閣,牡丹街15-23號,單幢物業,24,132,2,$11574
永富閣,鳳攸北街2-6號,單幢物業,34,136,2,-
金馬大廈,鳳翔路45-67號,單幢物業,36,136,2,-
鴻運中心,鳳琴街15-21號,單幢物業,35,168,2,-
康城大樓,豐樂里6號,單幢物業,45,163,2,-
好景樓,元朗安寧路128號,單幢物業,41,232,2,$9324
金閣豪園,洪水橋大街23號,屋苑,19,216,2,-
紫翠花園,青山公路洪水橋段180號,屋苑,23,232,2,-
大興大廈,泰利街1-29號,屋苑,39,256,2,-
珍珠樓,青山公路元朗段1號,屋苑,47,49,2,$5709
攸美山莊,圍仔100號,屋苑,0,54,2,-
逸翠軒,沙井路38號,屋苑,16,64,2,$10048
馬寶花園,沙井路25號,屋苑,24,64,2,-
翠麗豪園,祥降圍251-276號,屋苑,0,72,2,-
維園山莊,福順街33號,屋苑,0,72,2,-
錦安花園,錦田祠塘村200號,屋苑,0,127,2,-
金碧花園,沙井路11號,屋苑,25,136,2,-
瑋珊園,孖峰嶺路39號,屋苑,22,144,2,-
御庭居,馬田路80號,屋苑,18,204,2,-
好盛洋樓,金輝徑28號,單幢物業,35,102,2,-
昌威大廈,鳳攸北街9A號,單幢物業,30,152,2,-
偉發大廈,鳳翔路5F號,單幢物業,29,152,2,$10368
興發大樓,元朗教育路9-13號,單幢物業,39,155,2,-
金輝樓,金輝徑1-31號,單幢物業,37,160,2,-
遠東發展元朗大廈,元朗安樂路13-33號,單幢物業,43,160,2,-
元朗廣場,青山公路元朗段251號,單幢物業,29,224,2,$12646
金怡花園,十八鄉上攸田村,屋苑,0,96,2,-
啟欣軒,沙井路23號,屋苑,17,60,2,-
蔚林,青山公路洪水橋段512及516號,屋苑,4,98,2,$11714
斌逸雅苑,八鄉元崗428號,屋苑,0,94,2,-
藝典居,公園北路9號,屋苑,20,84,2,$9828
麗珊園,洪堤路3號,屋苑,25,160,2,-
泉薈,洪元路88號,屋苑,7,173,2,$9884
永發大樓,媽廟路12-42號,屋苑,41,184,2,$9620
曉門,"紅棗田村301-307,309-313,315,317-320號",屋苑,5,263,2,-
玉桂園,丹桂村路80號,屋苑,28,176,1,-
丹桂村路65-89號,丹桂村路65-89號,屋苑,3,170,1,-
翠珊園,青山公路洪水橋段4213號,屋苑,30,148,1,-
豪園,下攸田村,屋苑,0,132,1,-
GRAND YOHO,朗日路9號,屋苑,1~2,1965,1,-
峻巒,青山公路潭尾段18號,屋苑,3,1715,1,-
逸林首府,公庵路328號,屋苑,9,30,1,-
祥康樓,安康路3-5號,屋苑,44,30,1,-
寶城洋樓,元朗教育路88號,單幢物業,45,160,1,-
富盛大廈,西菁街9號,單幢物業,32,200,1,-
好旺洋樓,裕榮徑11號,單幢物業,35,120,1,-
樂富大廈,福田徑2-16號,單幢物業,41,126,1,-
宏豐大廈,阜財街14號,單幢物業,30,104,1,-
丹桂苑,丹桂村路5號,屋苑,45,49,1,-
卓雅花園,丹桂村路7號,屋苑,31,48,1,-
家安花園,庸園路1號,屋苑,22,40,1,-
加多利園,新潭路133號,屋苑,8,64,1,-
兆日樓,俊賢坊8號,屋苑,44,60,1,-
豪景富居,錦上路250號,屋苑,22,56,1,-
雅樂花園,丹桂村6號,屋苑,34,57,1,$7335
元朗大廈,青山公路元朗段196-202號,單幢物業,51,83,1,-
同益大廈,裕景坊8號,單幢物業,34,90,1,-
盛發大廈,元朗泰祥街14號,單幢物業,30,90,1,-
順發大樓,元朗教育路54-60號,單幢物業,38,80,1,-
同發大廈,屏會街9號,單幢物業,41,128,1,-
豐裕軒,青山公路元朗段50號,單幢物業,16,112,1,-
聯發洋樓,建業街62號,單幢物業,38,60,1,-
建成樓,青山公路元朗段209號,單幢物業,46,64,1,-
安寧大廈,馬田路26號,單幢物業,40,62,1,-
安福大樓,大棠路48-72號,單幢物業,44,64,1,-
時益大廈,壽富街61-69號,單幢物業,0,69,1,-
福順樓,媽橫路45-67號,單幢物業,41,70,1,-
國華大廈,青山公路元朗段142-148號,單幢物業,47,69,1,-
好景洋樓,合益路10-28號,單幢物業,41,110,1,-
利景樓,康景街9號,單幢物業,42,84,1,-
鳳翔大廈,鳳翔路33-43號,單幢物業,36,68,1,$10714
冠豐大廈,鳳翔路70號,單幢物業,27,68,1,-
鴻運樓,元朗教育路121號,單幢物業,45,60,1,$6733
金豐大廈,青山公路元朗段39號,單幢物業,31,56,1,-
康樂廣場,元朗康樂路8號,單幢物業,23,59,1,-
紫荊樓一期,元朗教育路51-61號,單幢物業,47,60,-,-
昌裕大廈,青山公路元朗段147號,單幢物業,41,52,-,-
富祥樓,元朗安寧路93-109號,單幢物業,44,55,-,-
錦珊園,洪堤路2號,單幢物業,23,88,-,-
仁翠苑,元朗安寧路76-98號,單幢物業,44,86,-,-
紫荊樓二期,元朗安寧路138-160號,單幢物業,45,86,-,-
恆富大廈,又新街38號,單幢物業,28,72,-,-
福安樓,元朗安寧路65-79號,單幢物業,42,75,-,-
時景花園,建德街45號,單幢物業,32,76,-,-
冠煌樓,元朗安寧路2-18號,單幢物業,46,112,-,-
宏富苑,宏業西街29號,單幢物業,0,229,-,-
彩虹軒,屏山里9號,屋苑,15,16,-,-
朗文花園,大井圍133A  & 134A號,屋苑,0,15,-,-
華苑,坑頭村,屋苑,0,27,-,-
德祥樓,青山公路洪水橋段4177號,單幢物業,39,80,-,-
鴻發大樓,元朗教育路87-99號,單幢物業,43,90,-,-
金寶大廈,擊壤路9號,單幢物業,42,88,-,-
芙蓉園,屏興里1號,屋苑,12,49,-,-
和成花園,屏山屏廈路15號,屋苑,0,54,-,-
芭堤雅,永隆圍208號,屋苑,0,57,-,-
銀禧花園,丹桂村路8號,屋苑,32,54,-,-
寶珊園,屏康里20號,屋苑,23,56,-,-
娉廷,屏葵路28號,屋苑,3,41,-,-
明珠樓,元朗安樂路1-11號,屋苑,45,40,-,-
瑞豐華庭,洪水橋,屋苑,18,48,-,-
六本木,金水南路,屋苑,10,73,-,-
四季雅苑,錦田路233號,屋苑,15,112,-,-
金莎花園,沙井路33號,屋苑,22,72,-,-
美景居,錦田祠塘村,屋苑,0,69,-,-
意花園,新潭路75號,屋苑,2,67,-,-
柏??,唐人新村路138號,屋苑,3,141,-,-
偉景園,丹桂村路63號,屋苑,25,36,-,-
鳳庭苑,鳳翔路8號,屋苑,17,312,-,-
柏巒,唐人新村路116號,屋苑,6,174,-,-
屏欣苑,屏夏路65號,屋苑,0,2409,-,-
朗屏8號,擴業街8號,屋苑,1,912,-,-
